Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
140,70,8197,Pave,Inside,Gtl,1Fam,7,5,2003,Gd,1480,GasA,Ex,Y,1480,0,2,0,3,1,Gd,7,0,NA,Attchd,620,TA,252,0,2,2010,214000,1
141,,8050,Pave,Inside,Gtl,1Fam,5,5,1959,TA,1143,GasA,TA,Y,1143,0,1,0,3,1,TA,6,0,NA,Attchd,308,TA,0,0,5,2010,136000,0
142,70,10552,Pave,Inside,Gtl,1Fam,5,5,1959,TA,1398,GasA,Gd,Y,1700,0,1,1,4,1,Gd,6,1,Gd,Attchd,447,TA,0,0,4,2010,165500,1
143,70,8400,Pave,Inside,Gtl,1Fam,5,6,1957,TA,1314,GasA,TA,Y,1314,0,1,0,3,1,TA,5,0,NA,Attchd,294,TA,250,0,6,2010,145000,0
144,73,8760,Pave,Inside,Gtl,1Fam,6,6,1959,TA,1194,GasA,TA,Y,1194,0,1,0,3,1,TA,6,0,NA,Attchd,312,TA,0,0,4,2010,148000,0
145,,12160,Pave,Inside,Gtl,1Fam,5,5,1959,TA,1188,GasA,Fa,Y,1188,0,1,0,3,1,TA,6,0,NA,Attchd,531,TA,0,0,5,2010,142000,0
146,73,9300,Pave,Inside,Gtl,1Fam,5,5,1960,TA,1268,GasA,TA,Y,1264,0,1,0,3,1,TA,6,2,Gd,Attchd,461,TA,0,0,4,2010,167500,1
147,87,10725,Pave,Inside,Gtl,1Fam,5,5,1959,TA,1206,GasA,Fa,Y,1206,0,1,0,3,1,TA,6,0,NA,Attchd,312,TA,0,0,5,2010,108538,0
148,80,10032,Pave,Inside,Gtl,1Fam,6,5,1959,TA,1244,GasA,Ex,Y,1580,0,1,1,3,1,TA,6,2,Gd,Attchd,440,TA,0,0,6,2010,159500,1
149,60,8382,Pave,Inside,Gtl,1Fam,4,5,1956,TA,832,GasA,TA,Y,832,505,1,0,3,1,TA,5,0,NA,Attchd,263,TA,0,0,2,2010,108000,0
150,60,10950,Pave,Inside,Gtl,1Fam,5,7,1952,TA,864,GasA,TA,Y,1064,0,1,0,2,1,Fa,4,0,NA,Detchd,318,TA,0,0,5,2010,135000,0
151,119,10895,Pave,Corner,Gtl,1Fam,5,6,1955,TA,972,GasA,TA,Y,972,0,1,0,3,1,TA,5,0,NA,Attchd,305,TA,0,0,6,2010,122500,0
152,70,13587,Pave,Inside,Gtl,2fmCon,5,5,1958,TA,988,GasA,TA,Y,988,0,1,0,2,1,TA,5,0,NA,Attchd,264,TA,0,0,4,2010,119000,0
153,68,7922,Pave,Inside,Gtl,1Fam,5,7,1953,TA,1057,GasA,TA,Y,1057,0,1,0,3,1,Gd,5,0,NA,Detchd,246,TA,0,0,1,2010,109000,0
154,65,7898,Pave,Corner,Gtl,1Fam,4,7,1920,TA,576,GasA,Gd,Y,985,0,1,0,2,1,TA,4,0,NA,Detchd,676,TA,0,0,4,2010,105000,0
155,60,7200,Pave,Inside,Gtl,1Fam,5,7,1955,NA,0,GasA,Ex,Y,827,0,1,0,2,1,TA,5,1,Po,Detchd,392,TA,0,0,4,2010,107500,0
156,85,10200,Pave,Inside,Gtl,1Fam,5,7,1954,TA,1086,GasA,Gd,Y,1086,0,1,0,3,1,TA,6,0,NA,Attchd,490,TA,0,0,5,2010,144900,0
157,74,5868,Pave,Inside,Gtl,1Fam,5,7,1956,TA,936,GasA,Ex,Y,936,0,1,0,2,1,TA,4,0,NA,Attchd,308,TA,0,0,5,2010,129000,0
158,78,17503,Pave,Inside,Gtl,1Fam,6,5,1948,TA,912,GasA,TA,Y,912,546,1,0,3,1,TA,6,1,Gd,Attchd,330,TA,192,0,1,2010,97500,0
159,64,6979,Pave,Inside,Gtl,Duplex,6,5,1980,TA,1056,GasA,Gd,Y,1056,0,0,0,0,2,TA,4,0,NA,Detchd,576,TA,264,0,6,2010,144000,0
160,,9830,Pave,Corner,Gtl,1Fam,5,7,1959,TA,1063,GasA,Ex,Y,1287,0,1,0,3,1,Gd,7,1,Gd,Detchd,576,TA,364,0,3,2010,162000,1
161,96,11275,Pave,Corner,Gtl,1Fam,7,7,1967,Gd,710,GasA,Ex,Y,1898,1080,2,1,5,1,Gd,11,1,Gd,BuiltIn,564,TA,240,0,6,2010,242000,1
162,60,8064,Pave,Inside,Gtl,1Fam,6,8,1948,TA,816,GasA,TA,Y,816,408,1,0,3,1,TA,5,0,NA,Detchd,280,TA,414,0,5,2010,132000,0
163,75,7500,Pave,Inside,Gtl,1Fam,5,7,1959,TA,1246,GasA,Ex,Y,1246,0,1,1,3,1,Gd,6,0,NA,Attchd,305,TA,218,0,5,2010,154000,1
164,71,8520,Pave,Corner,Gtl,1Fam,5,4,1952,TA,910,GasA,Fa,Y,910,475,2,0,4,1,TA,6,0,NA,Detchd,720,TA,0,0,6,2010,166000,1
165,60,7200,Pave,Corner,Gtl,1Fam,5,7,1951,TA,900,GasA,TA,Y,900,0,1,0,3,1,Gd,5,0,NA,Detchd,576,TA,222,0,5,2010,134800,0
166,87,10000,Pave,Corner,Gtl,1Fam,6,6,1962,TA,1116,GasA,TA,Y,1116,0,1,1,3,1,TA,5,0,NA,Attchd,440,TA,0,0,2,2010,160000,1
167,81,7635,Pave,Corner,Gtl,1Fam,5,6,1960,TA,1175,GasA,Ex,Y,1175,0,1,1,3,1,TA,6,0,NA,Detchd,484,TA,0,0,6,2010,148000,0
168,80,9760,Pave,Inside,Mod,1Fam,6,7,1963,TA,1395,GasA,TA,Y,1395,0,1,0,2,1,TA,7,1,TA,Attchd,440,TA,657,0,5,2010,192000,1
169,70,7700,Pave,Inside,Gtl,1Fam,6,5,1966,TA,756,GasA,TA,Y,1051,788,1,1,4,1,TA,7,1,TA,Attchd,442,TA,0,0,6,2010,155000,1
170,60,4800,Pave,Corner,Gtl,1Fam,4,5,1900,TA,709,GasA,TA,Y,1157,687,1,0,3,1,TA,9,2,Gd,Basment,240,TA,84,0,1,2010,80400,0
171,55,8800,Pave,Corner,Gtl,1Fam,4,7,1910,TA,576,GasA,Gd,Y,792,348,1,0,3,1,TA,7,0,NA,NA,0,NA,0,0,6,2010,96500,0
172,56,4485,Pave,Inside,Gtl,1Fam,5,7,1920,TA,936,GasA,TA,Y,936,0,1,0,2,1,TA,5,1,Gd,NA,0,NA,51,0,5,2010,109500,0
173,56,8960,Pave,Inside,Gtl,1Fam,5,6,1927,TA,1008,GasA,Gd,Y,1028,0,1,0,2,1,TA,5,1,Gd,Detchd,360,TA,0,0,3,2010,115000,0
174,69,5805,Pave,Inside,Mod,1Fam,5,7,1957,TA,1347,GasA,Gd,Y,1347,0,1,0,3,1,Gd,6,0,NA,Detchd,551,TA,0,0,6,2010,143000,0
175,60,5790,Pave,Corner,Gtl,1Fam,3,6,1915,Fa,840,GasA,Gd,N,840,765,2,0,3,2,TA,8,0,NA,Detchd,379,TA,0,0,5,2010,107400,0
176,47,4608,Pave,Corner,Gtl,1Fam,4,6,1945,TA,747,GasA,TA,Y,747,0,1,0,2,1,TA,4,0,NA,Attchd,220,TA,0,0,6,2010,80000,0
177,60,7200,Pave,Corner,Gtl,1Fam,5,7,1940,TA,788,GasA,TA,Y,804,0,1,0,2,1,Gd,4,2,Gd,Attchd,240,TA,0,0,2,2010,119000,0
178,50,5500,Pave,Corner,Gtl,1Fam,5,7,1929,TA,926,GasA,TA,Y,926,0,1,0,3,1,TA,6,0,NA,Detchd,484,TA,0,0,4,2010,130000,0
179,50,6900,Pave,Corner,Gtl,1Fam,6,7,1938,Gd,827,GasA,Gd,Y,827,424,1,0,3,1,Fa,6,0,NA,Detchd,240,Fa,0,0,1,2010,119000,0
180,69,11851,Pave,Inside,Gtl,1Fam,5,7,1948,TA,1027,GasA,Ex,Y,1027,606,1,0,3,1,Gd,7,1,Gd,Detchd,240,TA,0,0,6,2010,129000,0
181,,8239,Pave,Inside,Gtl,1Fam,5,6,1920,TA,1008,GasA,TA,Y,1060,185,1,0,3,1,TA,6,0,NA,Detchd,315,TA,0,0,3,2010,100000,0
182,68,9656,Pave,Inside,Gtl,1Fam,2,2,1923,Fa,678,GasA,TA,N,832,0,1,0,2,1,TA,5,1,Gd,Detchd,780,Fa,0,0,6,2010,12789,0
183,60,8520,Pave,Inside,Gtl,1Fam,6,8,1928,TA,624,GasA,Gd,Y,720,0,1,0,2,1,TA,5,0,NA,Detchd,484,TA,106,0,5,2010,105900,0
184,60,9600,Pave,Corner,Gtl,1Fam,8,9,1900,TA,930,GasW,TA,N,930,636,2,0,3,1,Gd,7,0,NA,Detchd,288,TA,54,0,4,2010,150000,1
185,60,10800,Pave,Inside,Gtl,1Fam,5,6,1915,Fa,686,GasA,TA,Y,966,686,2,0,4,1,TA,7,0,NA,Detchd,416,TA,0,0,6,2010,139000,0
186,50,9000,Pave,Inside,Gtl,1Fam,8,9,1890,Fa,346,GasA,Ex,Y,1157,1111,3,0,3,1,Gd,7,0,NA,Detchd,624,TA,0,0,4,2010,240000,1
187,100,9045,Pave,Inside,Gtl,2fmCon,5,3,1910,TA,840,Grav,Fa,N,1128,1128,2,0,4,2,Fa,12,0,NA,NA,0,NA,0,0,6,2010,76500,0
188,90,7407,Pave,Inside,Gtl,1Fam,6,7,1957,TA,912,GasA,TA,Y,1236,0,1,0,2,1,TA,6,0,NA,Attchd,923,TA,0,0,4,2010,149700,0
189,60,7740,Pave,Inside,Gtl,1Fam,4,7,1910,Fa,622,GasA,Gd,Y,741,622,1,0,3,1,TA,6,0,NA,Detchd,528,TA,0,0,6,2010,125500,0
190,60,11340,Pave,Inside,Gtl,2fmCon,4,6,1885,TA,777,GasA,Gd,Y,1246,1044,2,0,4,2,TA,11,0,NA,Detchd,560,TA,0,0,4,2010,122500,0
191,60,10560,Pave,Inside,Gtl,1Fam,6,7,1922,Fa,738,GasA,Ex,Y,868,602,1,1,2,1,TA,6,0,NA,Detchd,624,TA,0,0,6,2010,140750,0
192,53,5830,Pave,Corner,Gtl,1Fam,5,6,1950,TA,988,GasA,Ex,Y,1030,582,1,1,3,1,TA,7,0,NA,Detchd,363,TA,0,0,3,2010,128500,0
193,,7793,Pave,Corner,Gtl,1Fam,7,7,1922,Gd,1108,GasA,TA,N,1160,908,1,1,3,1,Gd,8,1,Gd,Detchd,315,TA,0,0,5,2010,209500,1
194,50,5000,Pave,Inside,Gtl,1Fam,4,7,1925,TA,765,GasA,TA,N,765,0,1,0,2,1,Gd,4,0,NA,Detchd,200,Fa,135,0,4,2010,87000,0
195,50,6000,Pave,Inside,Gtl,1Fam,6,7,1939,TA,608,GasA,TA,Y,608,524,1,0,2,1,TA,5,0,NA,Detchd,240,TA,0,0,4,2010,134000,0
196,50,6000,Pave,Inside,Gtl,1Fam,6,6,1940,TA,572,GasA,Ex,Y,848,348,1,1,3,1,TA,6,2,Gd,Detchd,576,TA,0,0,3,2010,128000,0
197,53,6360,Pave,Corner,Gtl,1Fam,5,6,1942,TA,835,GasA,TA,Y,955,498,1,1,3,1,Gd,7,2,Fa,Detchd,240,TA,0,0,3,2010,132000,0
198,50,6000,Pave,Inside,Gtl,1Fam,6,7,1948,TA,780,GasA,TA,Y,780,636,1,1,3,1,TA,6,0,NA,Detchd,312,TA,221,0,3,2010,139900,0
199,52,6240,Pave,Inside,Gtl,1Fam,5,7,1936,TA,528,GasA,Gd,Y,548,492,1,0,2,1,TA,5,0,NA,Detchd,624,TA,306,0,5,2010,123900,0
200,52,6240,Pave,Inside,Gtl,1Fam,5,5,1930,TA,928,GasA,TA,Y,928,608,2,0,4,1,TA,7,1,Gd,Detchd,480,TA,0,0,3,2010,138400,0
201,51,6120,Pave,Inside,Gtl,1Fam,6,5,1923,Fa,1124,GasA,TA,Y,1068,0,1,0,2,1,TA,5,1,Gd,Detchd,288,TA,0,0,3,2010,109500,0
202,50,10300,Pave,Inside,Gtl,1Fam,7,6,1921,TA,576,GasA,Gd,Y,902,808,2,0,3,1,TA,9,0,NA,Detchd,480,TA,12,0,4,2010,140000,0
203,57,8094,Pave,Inside,Gtl,1Fam,4,5,1915,TA,888,GasA,Ex,Y,888,1074,1,1,4,1,TA,9,1,TA,Detchd,572,TA,160,0,6,2010,149500,0
204,60,12900,Pave,Inside,Gtl,1Fam,6,8,1912,TA,780,GasA,Ex,Y,780,780,1,1,3,1,Gd,7,0,NA,NA,0,NA,344,0,5,2010,159900,1
205,52,3068,Pave,Inside,Gtl,1Fam,6,8,1920,TA,662,GasA,Ex,Y,662,662,1,0,3,1,TA,6,0,NA,Detchd,180,TA,0,0,2,2010,122000,0
206,110,8472,Grvl,Corner,Mod,Duplex,5,5,1963,Gd,816,GasA,TA,N,816,0,1,0,2,1,TA,5,0,NA,CarPort,516,TA,106,0,5,2010,110000,0
207,70,5600,Pave,Inside,Gtl,2fmCon,4,5,1930,NA,0,GasA,Fa,N,372,720,2,0,3,2,Fa,7,0,NA,NA,0,NA,0,0,7,2010,55000,0
208,76,7630,Pave,Inside,Gtl,2fmCon,5,9,1900,Gd,360,GasA,Gd,Y,1032,780,2,0,4,2,Gd,8,1,Po,Detchd,672,TA,344,0,5,2010,140000,0
209,,24090,Pave,Inside,Gtl,1Fam,7,7,1940,TA,1032,GasA,Ex,Y,1207,1196,2,0,4,1,TA,10,2,TA,Attchd,349,TA,56,0,6,2010,244400,1
210,100,15263,Pave,Inside,Gtl,1Fam,5,5,1959,Gd,1422,GasA,Gd,Y,1675,0,2,0,3,1,TA,8,2,Gd,Attchd,365,TA,0,0,5,2010,173000,1
211,72,10632,Pave,Inside,Gtl,1Fam,5,3,1917,Gd,689,GasA,Gd,N,725,499,1,1,3,1,Po,6,0,NA,Detchd,180,Fa,0,0,1,2010,107500,0
212,60,9900,Pave,Inside,Gtl,2fmCon,5,4,1915,TA,1212,GasA,TA,N,1212,180,1,0,3,1,TA,6,0,NA,NA,0,NA,0,0,2,2010,100000,0
213,65,6001,Pave,Inside,Mod,1Fam,6,5,1940,Fa,600,GasA,Ex,N,600,319,1,0,3,1,TA,5,0,NA,Detchd,231,TA,0,0,3,2010,95000,0
214,,6449,Pave,Inside,Gtl,1Fam,4,1,1907,TA,707,GasW,TA,N,942,942,1,1,4,1,TA,7,0,NA,NA,0,NA,0,0,3,2010,93369,0
215,60,6048,Pave,Corner,Gtl,2fmCon,5,7,1910,TA,856,GasA,Gd,Y,936,744,2,0,2,2,TA,7,1,Gd,Detchd,450,TA,56,0,6,2010,114900,0
216,54,6342,Pave,Inside,Gtl,1Fam,5,8,1875,TA,780,GasA,Gd,N,780,240,1,0,2,1,TA,6,0,NA,NA,0,NA,0,0,5,2010,94000,0
217,72,10773,Pave,Inside,Gtl,Duplex,4,3,1967,TA,1832,GasA,TA,N,1832,0,2,0,4,2,TA,8,0,NA,NA,0,NA,0,0,5,2010,136000,0
218,72,10778,Pave,Inside,Gtl,Duplex,4,5,1968,TA,1768,GasA,TA,N,1768,0,2,0,4,2,TA,8,0,NA,NA,0,NA,0,0,4,2010,136500,0
219,75,11625,Pave,Inside,Gtl,2fmCon,5,4,1965,TA,1039,GasA,Ex,Y,1039,0,1,1,3,1,TA,6,0,NA,Attchd,504,TA,0,0,4,2010,131500,0
220,,11341,Pave,Inside,Gtl,1Fam,5,6,1957,Gd,1392,GasA,TA,Y,1392,0,1,1,3,1,TA,5,1,Gd,Detchd,528,TA,0,0,5,2010,121500,0
221,70,8521,Pave,FR2,Gtl,1Fam,5,5,1967,TA,912,GasA,TA,Y,912,0,1,0,3,1,TA,5,1,Fa,Detchd,336,TA,0,0,5,2010,125000,0
222,,8246,Pave,Inside,Gtl,1Fam,5,8,1968,TA,1060,GasA,Ex,Y,1060,0,1,0,3,1,Gd,6,1,TA,Attchd,270,TA,406,0,5,2010,154000,1
223,65,7800,Pave,Inside,Gtl,1Fam,5,7,1966,TA,864,GasA,Ex,Y,892,0,1,0,3,1,Gd,5,0,NA,Detchd,416,TA,0,0,6,2010,137900,0
224,80,9364,Pave,Corner,Gtl,1Fam,6,7,1969,TA,663,GasA,TA,Y,663,689,1,1,4,1,TA,7,0,NA,Attchd,299,TA,379,0,3,2010,158000,1
225,65,7832,Pave,Inside,Gtl,1Fam,5,5,1968,TA,864,GasA,Ex,Y,864,0,1,0,2,1,TA,4,0,NA,Detchd,280,TA,226,0,5,2010,137250,0
226,,7424,Pave,Inside,Gtl,Duplex,5,5,1978,Gd,1319,GasA,TA,Y,1373,0,1,0,3,1,TA,5,2,TA,Attchd,591,TA,0,0,5,2010,160250,1
227,86,11227,Pave,Inside,Gtl,1Fam,5,5,1968,TA,720,GasA,Ex,Y,720,720,1,1,4,1,TA,7,2,TA,Attchd,480,TA,192,0,3,2010,163000,1
228,,11616,Pave,CulDSac,Gtl,1Fam,6,5,1978,TA,672,GasA,TA,Y,672,714,2,1,3,1,TA,6,1,TA,Attchd,440,TA,335,0,4,2010,158900,1
229,80,14000,Pave,Inside,Mod,1Fam,7,5,1996,Ex,1306,GasA,Ex,Y,1306,954,2,1,3,1,Gd,7,0,NA,Attchd,533,TA,296,0,4,2010,328000,1
230,,20062,Pave,Inside,Mod,1Fam,7,7,1977,Gd,1420,GasA,Gd,Y,1483,0,1,1,1,1,TA,4,2,TA,Attchd,690,TA,496,0,4,2010,270000,1
231,94,9259,Pave,Corner,Gtl,1Fam,4,4,1927,Fa,660,GasA,TA,N,756,0,1,0,2,1,TA,4,0,NA,Detchd,440,TA,80,0,6,2010,85000,0
232,60,9600,Pave,Inside,Gtl,1Fam,4,7,1950,Gd,1067,GasA,TA,Y,1067,0,2,0,2,1,Gd,4,0,NA,Attchd,436,TA,290,0,2,2010,128000,0
233,,23595,Pave,Inside,Sev,1Fam,7,6,1979,Gd,1332,GasA,TA,Y,1332,192,0,1,0,1,Gd,4,1,TA,Attchd,586,TA,268,0,4,2010,260000,1
234,,17082,Pave,CulDSac,Mod,1Fam,6,5,1978,Gd,1117,GasA,Ex,Y,1117,864,2,1,4,1,Gd,8,1,TA,Attchd,522,TA,336,0,5,2010,230000,1
235,124,18600,Pave,Inside,Gtl,1Fam,3,4,1938,TA,972,GasA,TA,Y,1052,558,2,0,4,1,Fa,8,1,Gd,Attchd,480,TA,0,0,6,2010,124000,0
236,85,10625,Pave,Corner,Gtl,1Fam,5,5,1920,TA,458,GasA,Fa,N,835,0,1,0,2,1,TA,5,0,NA,Basment,366,Fa,0,0,5,2010,83000,0
237,65,11479,Pave,Inside,Gtl,1Fam,6,7,1950,TA,663,GasA,Ex,Y,1074,0,1,0,3,1,Gd,6,1,TA,Attchd,467,TA,0,0,6,2010,144500,0
238,68,9571,Pave,Inside,Gtl,1Fam,5,6,1956,TA,1144,GasA,TA,Y,1144,0,1,0,3,1,TA,6,0,NA,Attchd,596,TA,44,0,6,2010,129000,0
239,50,9350,Pave,Inside,Gtl,1Fam,4,6,1947,TA,756,GasA,Ex,Y,1169,0,1,0,3,1,TA,8,1,TA,Detchd,209,Fa,0,0,6,2010,127000,0
240,75,9525,Pave,Inside,Gtl,1Fam,5,7,1954,TA,1172,GasA,TA,Y,1172,0,1,0,3,1,TA,5,0,NA,Attchd,366,TA,240,0,6,2010,128000,0
241,83,10420,Pave,Corner,Gtl,1Fam,6,5,2009,Gd,1212,GasA,Ex,Y,1212,0,2,0,3,1,Gd,6,0,NA,Attchd,460,TA,100,0,3,2010,186000,1
242,44,17485,Pave,Inside,Gtl,1Fam,7,5,2009,Gd,1508,GasA,Ex,Y,1508,0,1,0,1,1,Gd,5,2,TA,Attchd,572,TA,0,0,1,2010,308030,1
243,,11200,Pave,CulDSac,Gtl,1Fam,5,3,1964,TA,1250,GasA,Ex,Y,1298,0,2,0,3,1,TA,5,0,NA,Detchd,504,TA,0,0,6,2010,114000,0
244,60,11100,Pave,Inside,Gtl,1Fam,4,7,1946,NA,0,GasA,Ex,Y,930,0,1,0,2,1,Gd,6,0,NA,Detchd,308,TA,0,0,4,2010,84900,0
245,77,9206,Pave,Inside,Gtl,1Fam,6,5,1985,Gd,741,GasA,TA,Y,977,755,2,1,3,1,Gd,7,1,TA,Attchd,476,TA,192,0,6,2010,178000,1
246,83,11980,Pave,Inside,Mod,1Fam,7,5,1987,Gd,1433,GasA,Ex,Y,1433,0,1,1,1,1,Gd,4,2,TA,Attchd,528,Gd,0,0,6,2010,270000,1
247,87,12361,Pave,CulDSac,Gtl,1Fam,6,7,1993,Gd,946,GasA,Ex,Y,964,838,2,1,3,1,Gd,8,1,Gd,2Types,1017,TA,450,0,5,2010,218000,1
248,80,9938,Pave,Inside,Gtl,1Fam,7,5,1993,Gd,1050,GasA,Ex,Y,1062,887,2,1,3,1,Gd,8,1,TA,Attchd,574,TA,156,0,6,2010,236000,1
249,73,9069,Pave,Inside,Gtl,1Fam,6,6,1992,Gd,936,GasA,Ex,Y,996,0,1,0,2,1,Gd,5,0,NA,Attchd,564,TA,120,0,4,2010,147000,0
250,64,10475,Pave,Corner,Gtl,1Fam,8,5,2008,Gd,1694,GasA,Ex,Y,1694,0,2,0,3,1,Gd,7,0,NA,Attchd,776,TA,160,0,2,2010,245350,1
251,64,6762,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1187,GasA,Ex,Y,1208,0,2,0,2,1,Gd,6,0,NA,Attchd,632,TA,105,0,2,2010,206000,1
252,94,10402,Pave,Corner,Gtl,1Fam,7,5,2009,Gd,1226,GasA,Ex,Y,1226,0,2,0,3,1,Gd,6,0,NA,Attchd,740,TA,0,0,5,2010,198900,1
253,64,7360,Pave,Inside,Gtl,1Fam,7,5,2010,Gd,1222,GasA,Ex,Y,1222,0,2,0,2,1,Gd,6,0,NA,Attchd,615,TA,0,0,3,2010,187000,1
254,90,12376,Pave,Corner,Gtl,1Fam,7,5,1990,Gd,1673,GasA,Gd,Y,1699,1523,3,0,5,1,Gd,11,2,TA,Attchd,594,TA,367,0,5,2010,320000,1
255,82,14235,Pave,Inside,Gtl,1Fam,6,8,1900,Fa,676,GasA,TA,Y,831,614,2,0,3,1,TA,6,0,NA,Detchd,484,TA,0,0,3,2010,138500,0
256,80,8816,Pave,Inside,Gtl,1Fam,6,7,1971,TA,1010,GasA,Gd,Y,1052,0,1,0,3,1,TA,6,0,NA,Attchd,440,TA,0,0,6,2010,155000,1
257,82,11105,Pave,Corner,Gtl,1Fam,5,5,1996,Gd,870,GasA,Gd,Y,965,0,1,0,2,1,TA,4,0,NA,Attchd,580,Gd,71,0,7,2010,159000,1
258,,9337,Pave,Inside,Gtl,1Fam,7,5,1997,Gd,878,GasA,Ex,Y,892,800,2,1,3,1,TA,8,1,TA,Attchd,513,TA,0,0,4,2010,191000,1
259,70,8750,Pave,Inside,Gtl,1Fam,6,5,1998,Gd,804,GasA,Ex,Y,804,878,2,1,3,1,Gd,7,0,NA,Attchd,523,TA,0,0,6,2010,200500,1
260,38,15240,Pave,FR2,Gtl,1Fam,5,8,1977,Gd,1026,GasA,Ex,Y,1026,0,1,1,3,1,TA,5,0,NA,Attchd,308,TA,316,0,6,2010,150000,1
261,,10900,Pave,FR2,Gtl,1Fam,6,7,1977,Gd,689,GasA,Ex,Y,689,703,1,1,3,1,TA,6,0,NA,Attchd,299,TA,0,0,3,2010,161750,1
262,75,10650,Pave,Corner,Gtl,1Fam,5,6,1976,TA,894,GasA,TA,Y,894,0,1,0,3,1,TA,5,0,NA,Attchd,308,TA,365,0,2,2010,128200,0
263,68,7480,Pave,Inside,Gtl,1Fam,5,6,1972,TA,876,GasA,TA,Y,876,0,1,0,3,1,TA,5,0,NA,Detchd,484,TA,0,0,6,2010,127000,0
264,80,10389,Pave,Inside,Gtl,1Fam,8,5,2003,Gd,1978,GasA,Ex,Y,1978,0,2,1,3,1,Gd,8,1,Gd,Attchd,850,TA,188,0,5,2010,318000,1
265,,11423,Pave,Inside,Gtl,1Fam,8,5,2001,Gd,1581,GasA,Ex,Y,1601,0,2,0,3,1,Gd,6,1,TA,Attchd,670,TA,180,0,5,2010,272000,1
266,44,9548,Pave,CulDSac,Gtl,1Fam,7,6,2003,Gd,941,GasA,Ex,Y,941,888,2,1,3,1,Gd,7,1,TA,Attchd,613,TA,192,0,1,2010,237000,1
267,75,9375,Pave,Inside,Gtl,1Fam,7,5,1997,Gd,1040,GasA,Ex,Y,1044,1054,2,1,4,1,Gd,9,1,TA,Attchd,621,TA,331,0,4,2010,240000,1
268,48,12137,Pave,CulDSac,Gtl,1Fam,7,5,1998,Gd,1649,GasA,Ex,Y,1661,0,2,0,3,1,Gd,6,0,NA,Attchd,598,TA,0,0,5,2010,224900,1
269,,4435,Pave,Inside,Gtl,TwnhsE,6,5,2003,Gd,848,GasA,Ex,Y,848,0,1,0,1,1,Gd,4,0,NA,Attchd,420,TA,140,0,4,2010,143750,0
270,,4426,Pave,Inside,Gtl,TwnhsE,6,5,2004,Gd,848,GasA,Ex,Y,848,0,1,0,1,1,Gd,3,0,NA,Attchd,420,TA,160,0,5,2010,143000,0
271,48,10635,Pave,FR2,Gtl,1Fam,8,5,2003,Gd,1657,GasA,Ex,Y,1668,0,2,0,3,1,Gd,8,1,TA,Attchd,502,TA,0,0,5,2010,232000,1
272,70,8400,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,1473,GasA,Ex,Y,1484,0,2,0,3,1,Gd,7,0,NA,Attchd,606,TA,0,0,5,2010,213000,1
273,65,8773,Pave,FR2,Gtl,1Fam,7,5,2004,Gd,1414,GasA,Ex,Y,1414,0,2,0,3,1,Gd,6,0,NA,Attchd,494,TA,132,0,5,2010,185500,1
274,67,8777,Pave,Inside,Mod,1Fam,3,6,1945,NA,0,GasA,TA,N,640,0,1,0,2,1,TA,5,0,NA,Detchd,240,TA,0,0,4,2010,84900,0
275,68,8842,Pave,Corner,Gtl,1Fam,5,6,1954,Fa,381,GasA,Ex,Y,992,0,1,0,3,1,TA,6,0,NA,Detchd,319,TA,60,0,1,2010,155891,1
276,75,9825,Pave,Inside,Gtl,Duplex,5,5,1965,NA,0,GasA,TA,N,1664,0,2,0,4,2,TA,8,0,NA,NA,0,NA,0,0,5,2010,100000,0
277,60,10044,Pave,CulDSac,Gtl,1Fam,5,6,1968,Gd,1196,GasA,TA,Y,1196,0,1,0,3,1,TA,6,0,NA,Attchd,336,TA,257,0,6,2010,144000,0
278,89,11792,Pave,Inside,Gtl,1Fam,4,5,1948,TA,744,GasA,Ex,N,792,328,1,0,2,1,Fa,5,0,NA,Detchd,480,TA,0,0,6,2010,64000,0
279,65,6305,Pave,Inside,Gtl,1Fam,6,6,1975,TA,1008,GasA,TA,Y,1096,0,1,0,3,1,TA,5,1,Fa,Detchd,352,TA,0,0,6,2010,125200,0
280,94,7819,Pave,Inside,Gtl,1Fam,6,5,1976,TA,1029,GasA,TA,Y,1117,0,1,0,3,1,TA,6,1,TA,Detchd,672,TA,144,0,3,2010,107000,0
281,64,6410,Pave,Inside,Gtl,1Fam,4,5,1958,TA,960,GasA,Ex,Y,960,0,1,0,3,1,TA,5,0,NA,NA,0,NA,0,0,5,2010,90000,0
282,80,8546,Pave,Corner,Gtl,1Fam,4,5,2003,Gd,1121,GasA,Ex,Y,1121,0,2,0,2,1,TA,5,0,NA,Attchd,440,TA,132,0,3,2010,140000,0
283,52,8741,Pave,Inside,Gtl,1Fam,6,4,1945,TA,735,GasA,TA,Y,798,689,1,1,3,1,TA,7,1,Gd,Detchd,220,TA,0,0,4,2010,113000,0
